Sample_ID,Parent_ID,Site_ID,your_site_4digit,your_rep,Sample_ID_repo,repo_location,your_richness,repo_richness,richness_difference,your_total_transformations,repo_total_transformations,total_transformations_difference,your_normalized_transformations,repo_normalized_transformations,normalized_transformations_difference,your_basin_area_km2,repo_basin_area_km2,basin_area_difference_km2
RC2_0106_ICR-2,RC2_0106,T07,NA,2,NA,NA,4289,NA,NA,32171,NA,NA,7.500816041035207,NA,NA,14144.724900000001,NA,NA
RC2_0106_ICR-3,RC2_0106,T07,NA,3,NA,NA,4225,NA,NA,28599,NA,NA,6.768994082840237,NA,NA,14144.724900000001,NA,NA
RC2_0107_ICR-1,RC2_0107,T06,NA,1,NA,NA,2962,NA,NA,11625,NA,NA,3.924713031735314,NA,NA,206.20349999999996,NA,NA
RC2_0107_ICR-2,RC2_0107,T06,NA,2,NA,NA,3127,NA,NA,23172,NA,NA,7.410297409657819,NA,NA,206.20349999999996,NA,NA
RC2_0107_ICR-3,RC2_0107,T06,NA,3,NA,NA,3231,NA,NA,23766,NA,NA,7.355617455896008,NA,NA,206.20349999999996,NA,NA
RC2_0108_ICR-1,RC2_0108,T05P,NA,1,NA,NA,4133,NA,NA,26450,NA,NA,6.399709654004355,NA,NA,383.86440000000005,NA,NA
RC2_0108_ICR-2,RC2_0108,T05P,NA,2,NA,NA,4289,NA,NA,28529,NA,NA,6.651667055257636,NA,NA,383.86440000000005,NA,NA
RC2_0108_ICR-3,RC2_0108,T05P,NA,3,NA,NA,4166,NA,NA,25409,NA,NA,6.099135861737878,NA,NA,383.86440000000005,NA,NA
RC2_0109_ICR-1,RC2_0109,T42,NA,1,NA,NA,4271,NA,NA,30138,NA,NA,7.056427066260829,NA,NA,2465.9001000000003,NA,NA
RC2_0109_ICR-2,RC2_0109,T42,NA,2,NA,NA,4682,NA,NA,32184,NA,NA,6.873985476292183,NA,NA,2465.9001000000003,NA,NA
RC2_0109_ICR-3,RC2_0109,T42,NA,3,NA,NA,4035,NA,NA,31184,NA,NA,7.728376703841388,NA,NA,2465.9001000000003,NA,NA
RC2_0110_ICR-1,RC2_0110,T03,NA,1,NA,NA,4285,NA,NA,27675,NA,NA,6.458576429404901,NA,NA,8977.068899999998,NA,NA
RC2_0110_ICR-2,RC2_0110,T03,NA,2,NA,NA,3734,NA,NA,29022,NA,NA,7.772362078200321,NA,NA,8977.068899999998,NA,NA
RC2_0110_ICR-3,RC2_0110,T03,NA,3,NA,NA,4262,NA,NA,29467,NA,NA,6.913890192397935,NA,NA,8977.068899999998,NA,NA
RC2_0111_ICR-1,RC2_0111,T02,NA,1,NA,NA,3802,NA,NA,29404,NA,NA,7.733824302998422,NA,NA,13461.462,NA,NA
RC2_0111_ICR-2,RC2_0111,T02,NA,2,NA,NA,3982,NA,NA,28284,NA,NA,7.102963335007534,NA,NA,13461.462,NA,NA
RC2_0111_ICR-3,RC2_0111,T02,NA,3,NA,NA,3743,NA,NA,28286,NA,NA,7.55703980764093,NA,NA,13461.462,NA,NA
RC2_0112_ICR-1,RC2_0112,T07,NA,1,NA,NA,3702,NA,NA,29554,NA,NA,7.983252296056186,NA,NA,14144.724900000001,NA,NA
RC2_0112_ICR-2,RC2_0112,T07,NA,2,NA,NA,4284,NA,NA,26688,NA,NA,6.2296918767507,NA,NA,14144.724900000001,NA,NA
RC2_0112_ICR-3,RC2_0112,T07,NA,3,NA,NA,4158,NA,NA,29142,NA,NA,7.008658008658009,NA,NA,14144.724900000001,NA,NA
RC2_0113_ICR-1,RC2_0113,T06,NA,1,NA,NA,3285,NA,NA,18317,NA,NA,5.575951293759513,NA,NA,206.20349999999996,NA,NA
RC2_0113_ICR-2,RC2_0113,T06,NA,2,NA,NA,3113,NA,NA,25067,NA,NA,8.052361066495342,NA,NA,206.20349999999996,NA,NA
RC2_0113_ICR-3,RC2_0113,T06,NA,3,NA,NA,3440,NA,NA,27737,NA,NA,8.063081395348837,NA,NA,206.20349999999996,NA,NA
RC2_0114_ICR-1,RC2_0114,T05P,NA,1,NA,NA,3920,NA,NA,27038,NA,NA,6.897448979591837,NA,NA,383.86440000000005,NA,NA
RC2_0114_ICR-2,RC2_0114,T05P,NA,2,NA,NA,3307,NA,NA,26379,NA,NA,7.976716056849108,NA,NA,383.86440000000005,NA,NA
RC2_0114_ICR-3,RC2_0114,T05P,NA,3,NA,NA,3316,NA,NA,26646,NA,NA,8.035585042219541,NA,NA,383.86440000000005,NA,NA
RC2_0115_ICR-1,RC2_0115,T42,NA,1,NA,NA,4272,NA,NA,31102,NA,NA,7.280430711610487,NA,NA,2465.9001000000003,NA,NA
RC2_0115_ICR-2,RC2_0115,T42,NA,2,NA,NA,3713,NA,NA,29616,NA,NA,7.976299488284406,NA,NA,2465.9001000000003,NA,NA
RC2_0115_ICR-3,RC2_0115,T42,NA,3,NA,NA,3391,NA,NA,30398,NA,NA,8.964317310527868,NA,NA,2465.9001000000003,NA,NA
RC2_0116_ICR-1,RC2_0116,T03,NA,1,NA,NA,3740,NA,NA,28877,NA,NA,7.721122994652406,NA,NA,8977.068899999998,NA,NA
RC2_0116_ICR-2,RC2_0116,T03,NA,2,NA,NA,3793,NA,NA,23570,NA,NA,6.214078565779067,NA,NA,8977.068899999998,NA,NA
RC2_0116_ICR-3,RC2_0116,T03,NA,3,NA,NA,3720,NA,NA,29879,NA,NA,8.031989247311827,NA,NA,8977.068899999998,NA,NA
RC2_0117_ICR-1,RC2_0117,T02,NA,1,NA,NA,4156,NA,NA,29239,NA,NA,7.035370548604427,NA,NA,13461.462,NA,NA
RC2_0117_ICR-2,RC2_0117,T02,NA,2,NA,NA,4229,NA,NA,30431,NA,NA,7.1957909671317095,NA,NA,13461.462,NA,NA
RC2_0117_ICR-3,RC2_0117,T02,NA,3,NA,NA,4426,NA,NA,30001,NA,NA,6.778355173971984,NA,NA,13461.462,NA,NA
RC2_0118_ICR-1,RC2_0118,T07,NA,1,NA,NA,3709,NA,NA,30319,NA,NA,8.17444055001348,NA,NA,14144.724900000001,NA,NA
RC2_0118_ICR-2,RC2_0118,T07,NA,2,NA,NA,3675,NA,NA,28976,NA,NA,7.884625850340136,NA,NA,14144.724900000001,NA,NA
RC2_0118_ICR-3,RC2_0118,T07,NA,3,NA,NA,3744,NA,NA,27670,NA,NA,7.390491452991453,NA,NA,14144.724900000001,NA,NA
RC2_0119_ICR-1,RC2_0119,T06,NA,1,NA,NA,3333,NA,NA,25507,NA,NA,7.652865286528653,NA,NA,206.20349999999996,NA,NA
RC2_0119_ICR-2,RC2_0119,T06,NA,2,NA,NA,3447,NA,NA,26499,NA,NA,7.687554395126197,NA,NA,206.20349999999996,NA,NA
RC2_0119_ICR-3,RC2_0119,T06,NA,3,NA,NA,3147,NA,NA,24778,NA,NA,7.873530346361615,NA,NA,206.20349999999996,NA,NA
RC2_0120_ICR-1,RC2_0120,T05P,NA,1,NA,NA,3846,NA,NA,29208,NA,NA,7.594383775351014,NA,NA,383.86440000000005,NA,NA
RC2_0120_ICR-2,RC2_0120,T05P,NA,2,NA,NA,3304,NA,NA,22844,NA,NA,6.914043583535109,NA,NA,383.86440000000005,NA,NA
RC2_0120_ICR-3,RC2_0120,T05P,NA,3,NA,NA,4555,NA,NA,27547,NA,NA,6.0476399560922065,NA,NA,383.86440000000005,NA,NA
RC2_0121_ICR-1,RC2_0121,T42,NA,1,NA,NA,4141,NA,NA,31822,NA,NA,7.684617242212026,NA,NA,2465.9001000000003,NA,NA
RC2_0121_ICR-2,RC2_0121,T42,NA,2,NA,NA,4477,NA,NA,29318,NA,NA,6.54858163949073,NA,NA,2465.9001000000003,NA,NA
RC2_0121_ICR-3,RC2_0121,T42,NA,3,NA,NA,3683,NA,NA,28968,NA,NA,7.86532717893022,NA,NA,2465.9001000000003,NA,NA
RC2_0122_ICR-1,RC2_0122,T03,NA,1,NA,NA,4148,NA,NA,30518,NA,NA,7.357280617164899,NA,NA,8977.068899999998,NA,NA
RC2_0122_ICR-2,RC2_0122,T03,NA,2,NA,NA,4464,NA,NA,28362,NA,NA,6.353494623655914,NA,NA,8977.068899999998,NA,NA
RC2_0122_ICR-3,RC2_0122,T03,NA,3,NA,NA,4378,NA,NA,29890,NA,NA,6.827318410232983,NA,NA,8977.068899999998,NA,NA
RC2_0123_ICR-1,RC2_0123,T02,NA,1,NA,NA,4312,NA,NA,26648,NA,NA,6.179962894248608,NA,NA,13461.462,NA,NA
RC2_0123_ICR-2,RC2_0123,T02,NA,2,NA,NA,4335,NA,NA,26741,NA,NA,6.168627450980392,NA,NA,13461.462,NA,NA
RC2_0123_ICR-3,RC2_0123,T02,NA,3,NA,NA,3687,NA,NA,28425,NA,NA,7.709519934906428,NA,NA,13461.462,NA,NA
RC2_0124_ICR-1,RC2_0124,T07,NA,1,NA,NA,4542,NA,NA,26835,NA,NA,5.9081902245706734,NA,NA,14144.724900000001,NA,NA
RC2_0124_ICR-2,RC2_0124,T07,NA,2,NA,NA,3510,NA,NA,28670,NA,NA,8.168091168091168,NA,NA,14144.724900000001,NA,NA
RC2_0124_ICR-3,RC2_0124,T07,NA,3,NA,NA,4238,NA,NA,26385,NA,NA,6.225814063237376,NA,NA,14144.724900000001,NA,NA
RC2_0125_ICR-1,RC2_0125,T06,NA,1,NA,NA,3640,NA,NA,27005,NA,NA,7.418956043956044,NA,NA,206.20349999999996,NA,NA
RC2_0125_ICR-2,RC2_0125,T06,NA,2,NA,NA,3482,NA,NA,26667,NA,NA,7.658529580700747,NA,NA,206.20349999999996,NA,NA
RC2_0125_ICR-3,RC2_0125,T06,NA,3,NA,NA,3528,NA,NA,28734,NA,NA,8.144557823129253,NA,NA,206.20349999999996,NA,NA
RC2_0126_ICR-1,RC2_0126,T05P,NA,1,NA,NA,3783,NA,NA,27237,NA,NA,7.1998413957176846,NA,NA,383.86440000000005,NA,NA
RC2_0126_ICR-2,RC2_0126,T05P,NA,2,NA,NA,3491,NA,NA,16628,NA,NA,4.763105127470639,NA,NA,383.86440000000005,NA,NA
RC2_0127_ICR-1,RC2_0127,T42,NA,1,NA,NA,3309,NA,NA,31039,NA,NA,9.380175279540646,NA,NA,2465.9001000000003,NA,NA
RC2_0127_ICR-2,RC2_0127,T42,NA,2,NA,NA,4546,NA,NA,28618,NA,NA,6.295204575450946,NA,NA,2465.9001000000003,NA,NA
RC2_0127_ICR-3,RC2_0127,T42,NA,3,NA,NA,4177,NA,NA,25661,NA,NA,6.143404357194158,NA,NA,2465.9001000000003,NA,NA
RC2_0128_ICR-1,RC2_0128,T03,NA,1,NA,NA,3909,NA,NA,30448,NA,NA,7.789204400102328,NA,NA,8977.068899999998,NA,NA
RC2_0128_ICR-2,RC2_0128,T03,NA,2,NA,NA,4417,NA,NA,28510,NA,NA,6.454607199456645,NA,NA,8977.068899999998,NA,NA
RC2_0128_ICR-3,RC2_0128,T03,NA,3,NA,NA,3835,NA,NA,30027,NA,NA,7.829726205997392,NA,NA,8977.068899999998,NA,NA
RC2_0129_ICR-1,RC2_0129,T02,NA,1,NA,NA,3755,NA,NA,29660,NA,NA,7.898801597869507,NA,NA,13461.462,NA,NA
RC2_0129_ICR-2,RC2_0129,T02,NA,2,NA,NA,3829,NA,NA,28781,NA,NA,7.516583964481588,NA,NA,13461.462,NA,NA
RC2_0129_ICR-3,RC2_0129,T02,NA,3,NA,NA,3972,NA,NA,19877,NA,NA,5.004279959718026,NA,NA,13461.462,NA,NA
RC2_0130_ICR-1,RC2_0130,T07,NA,1,NA,NA,4085,NA,NA,26137,NA,NA,6.39828641370869,NA,NA,14144.724900000001,NA,NA
RC2_0130_ICR-2,RC2_0130,T07,NA,2,NA,NA,4154,NA,NA,25091,NA,NA,6.040202214732788,NA,NA,14144.724900000001,NA,NA
RC2_0130_ICR-3,RC2_0130,T07,NA,3,NA,NA,4196,NA,NA,25912,NA,NA,6.175405147759771,NA,NA,14144.724900000001,NA,NA
RC2_0131_ICR-1,RC2_0131,T06,NA,1,NA,NA,3449,NA,NA,28857,NA,NA,8.366772977674689,NA,NA,206.20349999999996,NA,NA
RC2_0131_ICR-2,RC2_0131,T06,NA,2,NA,NA,3824,NA,NA,32402,NA,NA,8.473326359832637,NA,NA,206.20349999999996,NA,NA
RC2_0131_ICR-3,RC2_0131,T06,NA,3,NA,NA,3271,NA,NA,28419,NA,NA,8.688168755732192,NA,NA,206.20349999999996,NA,NA
RC2_0132_ICR-1,RC2_0132,T05P,NA,1,NA,NA,3723,NA,NA,26416,NA,NA,7.095353209777062,NA,NA,383.86440000000005,NA,NA
RC2_0132_ICR-2,RC2_0132,T05P,NA,2,NA,NA,3293,NA,NA,24779,NA,NA,7.524749468569693,NA,NA,383.86440000000005,NA,NA
RC2_0132_ICR-3,RC2_0132,T05P,NA,3,NA,NA,4014,NA,NA,28057,NA,NA,6.989785749875436,NA,NA,383.86440000000005,NA,NA
RC2_0133_ICR-1,RC2_0133,T42,NA,1,NA,NA,2951,NA,NA,26838,NA,NA,9.094544222297529,NA,NA,2465.9001000000003,NA,NA
RC2_0133_ICR-2,RC2_0133,T42,NA,2,NA,NA,3996,NA,NA,28618,NA,NA,7.161661661661662,NA,NA,2465.9001000000003,NA,NA
RC2_0133_ICR-3,RC2_0133,T42,NA,3,NA,NA,3330,NA,NA,26526,NA,NA,7.965765765765766,NA,NA,2465.9001000000003,NA,NA
RC2_0134_ICR-1,RC2_0134,T03,NA,1,NA,NA,3499,NA,NA,29439,NA,NA,8.413546727636467,NA,NA,8977.068899999998,NA,NA
RC2_0134_ICR-2,RC2_0134,T03,NA,2,NA,NA,3770,NA,NA,28152,NA,NA,7.46737400530504,NA,NA,8977.068899999998,NA,NA
RC2_0134_ICR-3,RC2_0134,T03,NA,3,NA,NA,4181,NA,NA,27990,NA,NA,6.694570676871562,NA,NA,8977.068899999998,NA,NA
RC2_0135_ICR-1,RC2_0135,T02,NA,1,NA,NA,4301,NA,NA,24913,NA,NA,5.792373866542665,NA,NA,13461.462,NA,NA
RC2_0135_ICR-2,RC2_0135,T02,NA,2,NA,NA,3753,NA,NA,26908,NA,NA,7.169730881961097,NA,NA,13461.462,NA,NA
RC2_0135_ICR-3,RC2_0135,T02,NA,3,NA,NA,4262,NA,NA,25553,NA,NA,5.995541999061474,NA,NA,13461.462,NA,NA
RC2_0136_ICR-1,RC2_0136,T07,NA,1,NA,NA,4167,NA,NA,27001,NA,NA,6.479721622270218,NA,NA,14144.724900000001,NA,NA
RC2_0136_ICR-2,RC2_0136,T07,NA,2,NA,NA,4121,NA,NA,27293,NA,NA,6.622907061392866,NA,NA,14144.724900000001,NA,NA
RC2_0136_ICR-3,RC2_0136,T07,NA,3,NA,NA,4346,NA,NA,22701,NA,NA,5.223423838011965,NA,NA,14144.724900000001,NA,NA
RC2_0137_ICR-1,RC2_0137,T06,NA,1,NA,NA,3437,NA,NA,30262,NA,NA,8.804771603142274,NA,NA,206.20349999999996,NA,NA
RC2_0137_ICR-2,RC2_0137,T06,NA,2,NA,NA,3615,NA,NA,29772,NA,NA,8.235684647302904,NA,NA,206.20349999999996,NA,NA
RC2_0137_ICR-3,RC2_0137,T06,NA,3,NA,NA,4608,NA,NA,30145,NA,NA,6.541883680555555,NA,NA,206.20349999999996,NA,NA
RC2_0138_ICR-1,RC2_0138,T05P,NA,1,NA,NA,3938,NA,NA,23830,NA,NA,6.051295073641442,NA,NA,383.86440000000005,NA,NA
RC2_0138_ICR-2,RC2_0138,T05P,NA,2,NA,NA,4176,NA,NA,25919,NA,NA,6.206657088122605,NA,NA,383.86440000000005,NA,NA
RC2_0138_ICR-3,RC2_0138,T05P,NA,3,NA,NA,4113,NA,NA,22598,NA,NA,5.49428640894724,NA,NA,383.86440000000005,NA,NA
RC2_0139_ICR-1,RC2_0139,T42,NA,1,NA,NA,4134,NA,NA,29318,NA,NA,7.0919206579583935,NA,NA,2465.9001000000003,NA,NA
RC2_0139_ICR-2,RC2_0139,T42,NA,2,NA,NA,3701,NA,NA,30335,NA,NA,8.196433396379357,NA,NA,2465.9001000000003,NA,NA
RC2_0139_ICR-3,RC2_0139,T42,NA,3,NA,NA,4031,NA,NA,31638,NA,NA,7.848672785909204,NA,NA,2465.9001000000003,NA,NA
RC2_0140_ICR-1,RC2_0140,T03,NA,1,NA,NA,3507,NA,NA,27112,NA,NA,7.730824066153407,NA,NA,8977.068899999998,NA,NA
RC2_0140_ICR-2,RC2_0140,T03,NA,2,NA,NA,4137,NA,NA,27114,NA,NA,6.554024655547498,NA,NA,8977.068899999998,NA,NA
RC2_0140_ICR-3,RC2_0140,T03,NA,3,NA,NA,4216,NA,NA,26884,NA,NA,6.3766603415559775,NA,NA,8977.068899999998,NA,NA
RC2_0141_ICR-1,RC2_0141,T02,NA,1,NA,NA,4187,NA,NA,26776,NA,NA,6.39503224265584,NA,NA,13461.462,NA,NA
RC2_0141_ICR-2,RC2_0141,T02,NA,2,NA,NA,4308,NA,NA,28489,NA,NA,6.613045496750233,NA,NA,13461.462,NA,NA
RC2_0141_ICR-3,RC2_0141,T02,NA,3,NA,NA,4298,NA,NA,26257,NA,NA,6.109120521172638,NA,NA,13461.462,NA,NA
RC2_0142_ICR-1,RC2_0142,T07,NA,1,NA,NA,4242,NA,NA,26690,NA,NA,6.291843470061292,NA,NA,14144.724900000001,NA,NA
RC2_0142_ICR-2,RC2_0142,T07,NA,2,NA,NA,4281,NA,NA,28117,NA,NA,6.567857977108153,NA,NA,14144.724900000001,NA,NA
RC2_0142_ICR-3,RC2_0142,T07,NA,3,NA,NA,3920,NA,NA,27669,NA,NA,7.058418367346939,NA,NA,14144.724900000001,NA,NA
RC2_0143_ICR-1,RC2_0143,T06,NA,1,NA,NA,4097,NA,NA,30998,NA,NA,7.56602391994142,NA,NA,206.20349999999996,NA,NA
RC2_0143_ICR-2,RC2_0143,T06,NA,2,NA,NA,3914,NA,NA,31070,NA,NA,7.938170669391926,NA,NA,206.20349999999996,NA,NA
RC2_0143_ICR-3,RC2_0143,T06,NA,3,NA,NA,4143,NA,NA,27191,NA,NA,6.563118513154719,NA,NA,206.20349999999996,NA,NA
RC2_0144_ICR-1,RC2_0144,T05P,NA,1,NA,NA,3886,NA,NA,23051,NA,NA,5.931806484817293,NA,NA,383.86440000000005,NA,NA
RC2_0144_ICR-2,RC2_0144,T05P,NA,2,NA,NA,4342,NA,NA,26364,NA,NA,6.07185628742515,NA,NA,383.86440000000005,NA,NA
RC2_0144_ICR-3,RC2_0144,T05P,NA,3,NA,NA,4234,NA,NA,24237,NA,NA,5.724374114312707,NA,NA,383.86440000000005,NA,NA
RC2_0145_ICR-1,RC2_0145,T42,NA,1,NA,NA,4169,NA,NA,27928,NA,NA,6.6989685775965455,NA,NA,2465.9001000000003,NA,NA
RC2_0145_ICR-2,RC2_0145,T42,NA,2,NA,NA,4401,NA,NA,28441,NA,NA,6.462394910247671,NA,NA,2465.9001000000003,NA,NA
RC2_0145_ICR-3,RC2_0145,T42,NA,3,NA,NA,3834,NA,NA,27900,NA,NA,7.276995305164319,NA,NA,2465.9001000000003,NA,NA
RC2_0146_ICR-1,RC2_0146,T03,NA,1,NA,NA,3257,NA,NA,27512,NA,NA,8.447037150752227,NA,NA,8977.068899999998,NA,NA
RC2_0146_ICR-2,RC2_0146,T03,NA,2,NA,NA,4352,NA,NA,28423,NA,NA,6.5310202205882355,NA,NA,8977.068899999998,NA,NA
RC2_0146_ICR-3,RC2_0146,T03,NA,3,NA,NA,4324,NA,NA,28207,NA,NA,6.523358001850139,NA,NA,8977.068899999998,NA,NA
RC2_0147_ICR-1,RC2_0147,T02,NA,1,NA,NA,3900,NA,NA,25052,NA,NA,6.423589743589743,NA,NA,13461.462,NA,NA
RC2_0147_ICR-2,RC2_0147,T02,NA,2,NA,NA,4531,NA,NA,29302,NA,NA,6.467005076142132,NA,NA,13461.462,NA,NA
RC2_0147_ICR-3,RC2_0147,T02,NA,3,NA,NA,3440,NA,NA,26391,NA,NA,7.671802325581395,NA,NA,13461.462,NA,NA
RC2_0148_ICR-1,RC2_0148,T07,NA,1,NA,NA,4200,NA,NA,24961,NA,NA,5.943095238095238,NA,NA,14144.724900000001,NA,NA
RC2_0148_ICR-2,RC2_0148,T07,NA,2,NA,NA,3491,NA,NA,26897,NA,NA,7.704669149240905,NA,NA,14144.724900000001,NA,NA
RC2_0148_ICR-3,RC2_0148,T07,NA,3,NA,NA,4191,NA,NA,27020,NA,NA,6.447148651873062,NA,NA,14144.724900000001,NA,NA
RC2_0149_ICR-1,RC2_0149,T06,NA,1,NA,NA,4028,NA,NA,26376,NA,NA,6.548162859980139,NA,NA,206.20349999999996,NA,NA
RC2_0149_ICR-2,RC2_0149,T06,NA,2,NA,NA,4285,NA,NA,28806,NA,NA,6.722520420070012,NA,NA,206.20349999999996,NA,NA
RC2_0149_ICR-3,RC2_0149,T06,NA,3,NA,NA,4438,NA,NA,27444,NA,NA,6.1838666065795405,NA,NA,206.20349999999996,NA,NA
RC2_0150_ICR-1,RC2_0150,T05P,NA,1,NA,NA,3829,NA,NA,26377,NA,NA,6.888743797336119,NA,NA,383.86440000000005,NA,NA
RC2_0150_ICR-2,RC2_0150,T05P,NA,2,NA,NA,4204,NA,NA,23062,NA,NA,5.485727878211227,NA,NA,383.86440000000005,NA,NA
RC2_0150_ICR-3,RC2_0150,T05P,NA,3,NA,NA,3996,NA,NA,24327,NA,NA,6.087837837837838,NA,NA,383.86440000000005,NA,NA
RC2_0151_ICR-1,RC2_0151,T42,NA,1,NA,NA,2138,NA,NA,62094,NA,NA,29.043030869971936,NA,NA,2465.9001000000003,NA,NA
RC2_0151_ICR-2,RC2_0151,T42,NA,2,NA,NA,4312,NA,NA,26077,NA,NA,6.047541743970315,NA,NA,2465.9001000000003,NA,NA
RC2_0151_ICR-3,RC2_0151,T42,NA,3,NA,NA,4167,NA,NA,26062,NA,NA,6.25437964962803,NA,NA,2465.9001000000003,NA,NA
RC2_0152_ICR-1,RC2_0152,T03,NA,1,NA,NA,4289,NA,NA,25644,NA,NA,5.979016087666123,NA,NA,8977.068899999998,NA,NA
RC2_0152_ICR-2,RC2_0152,T03,NA,2,NA,NA,4195,NA,NA,26467,NA,NA,6.309177592371872,NA,NA,8977.068899999998,NA,NA
RC2_0152_ICR-3,RC2_0152,T03,NA,3,NA,NA,3957,NA,NA,24406,NA,NA,6.16780389183725,NA,NA,8977.068899999998,NA,NA
RC2_0153_ICR-2,RC2_0153,T02,NA,2,NA,NA,4453,NA,NA,27025,NA,NA,6.068942286099259,NA,NA,13461.462,NA,NA
RC2_0153_ICR-3,RC2_0153,T02,NA,3,NA,NA,4289,NA,NA,26324,NA,NA,6.137561203077641,NA,NA,13461.462,NA,NA
RC2_0154_ICR-1,RC2_0154,T07,NA,1,NA,NA,4489,NA,NA,28092,NA,NA,6.257963911784362,NA,NA,14144.724900000001,NA,NA
RC2_0154_ICR-2,RC2_0154,T07,NA,2,NA,NA,4488,NA,NA,28345,NA,NA,6.315730837789661,NA,NA,14144.724900000001,NA,NA
RC2_0154_ICR-3,RC2_0154,T07,NA,3,NA,NA,4086,NA,NA,27329,NA,NA,6.688448360254528,NA,NA,14144.724900000001,NA,NA
RC2_0155_ICR-1,RC2_0155,T06,NA,1,NA,NA,3989,NA,NA,25881,NA,NA,6.488092253697668,NA,NA,206.20349999999996,NA,NA
RC2_0155_ICR-2,RC2_0155,T06,NA,2,NA,NA,3986,NA,NA,28046,NA,NA,7.036126442548921,NA,NA,206.20349999999996,NA,NA
RC2_0155_ICR-3,RC2_0155,T06,NA,3,NA,NA,4150,NA,NA,28304,NA,NA,6.820240963855421,NA,NA,206.20349999999996,NA,NA
RC2_0156_ICR-1,RC2_0156,T05P,NA,1,NA,NA,3908,NA,NA,23359,NA,NA,5.977226202661208,NA,NA,383.86440000000005,NA,NA
RC2_0156_ICR-2,RC2_0156,T05P,NA,2,NA,NA,4224,NA,NA,21715,NA,NA,5.140861742424242,NA,NA,383.86440000000005,NA,NA
RC2_0156_ICR-3,RC2_0156,T05P,NA,3,NA,NA,4321,NA,NA,24454,NA,NA,5.659338116176811,NA,NA,383.86440000000005,NA,NA
RC2_0157_ICR-1,RC2_0157,T42,NA,1,NA,NA,3903,NA,NA,27330,NA,NA,7.002305918524212,NA,NA,2465.9001000000003,NA,NA
RC2_0157_ICR-2,RC2_0157,T42,NA,2,NA,NA,4129,NA,NA,26612,NA,NA,6.445144102688302,NA,NA,2465.9001000000003,NA,NA
RC2_0157_ICR-3,RC2_0157,T42,NA,3,NA,NA,4221,NA,NA,24501,NA,NA,5.8045486851457,NA,NA,2465.9001000000003,NA,NA
RC2_0158_ICR-1,RC2_0158,T03,NA,1,NA,NA,4200,NA,NA,24708,NA,NA,5.882857142857143,NA,NA,8977.068899999998,NA,NA
RC2_0158_ICR-2,RC2_0158,T03,NA,2,NA,NA,4211,NA,NA,25705,NA,NA,6.104250771788174,NA,NA,8977.068899999998,NA,NA
RC2_0158_ICR-3,RC2_0158,T03,NA,3,NA,NA,3839,NA,NA,27062,NA,NA,7.049231570721542,NA,NA,8977.068899999998,NA,NA
RC2_0159_ICR-1,RC2_0159,T02,NA,1,NA,NA,3969,NA,NA,24798,NA,NA,6.247921390778534,NA,NA,13461.462,NA,NA
RC2_0159_ICR-2,RC2_0159,T02,NA,2,NA,NA,4281,NA,NA,25732,NA,NA,6.010745153001635,NA,NA,13461.462,NA,NA
RC2_0159_ICR-3,RC2_0159,T02,NA,3,NA,NA,4145,NA,NA,25001,NA,NA,6.031604342581423,NA,NA,13461.462,NA,NA
RC2_0160_ICR-1,RC2_0160,T07,NA,1,NA,NA,4035,NA,NA,25050,NA,NA,6.20817843866171,NA,NA,14144.724900000001,NA,NA
RC2_0160_ICR-2,RC2_0160,T07,NA,2,NA,NA,4263,NA,NA,26591,NA,NA,6.237626084916725,NA,NA,14144.724900000001,NA,NA
RC2_0160_ICR-3,RC2_0160,T07,NA,3,NA,NA,4081,NA,NA,25427,NA,NA,6.230580740014703,NA,NA,14144.724900000001,NA,NA
RC2_0163_ICR-1,RC2_0163,T42,NA,1,NA,NA,3758,NA,NA,25760,NA,NA,6.854709952102182,NA,NA,2465.9001000000003,NA,NA
RC2_0163_ICR-2,RC2_0163,T42,NA,2,NA,NA,3977,NA,NA,27150,NA,NA,6.826753834548655,NA,NA,2465.9001000000003,NA,NA
RC2_0163_ICR-3,RC2_0163,T42,NA,3,NA,NA,4071,NA,NA,26407,NA,NA,6.486612625890444,NA,NA,2465.9001000000003,NA,NA
RC2_0164_ICR-1,RC2_0164,T03,NA,1,NA,NA,4055,NA,NA,27064,NA,NA,6.67422934648582,NA,NA,8977.068899999998,NA,NA
RC2_0164_ICR-2,RC2_0164,T03,NA,2,NA,NA,3068,NA,NA,26029,NA,NA,8.484028683181226,NA,NA,8977.068899999998,NA,NA
RC2_0164_ICR-3,RC2_0164,T03,NA,3,NA,NA,3816,NA,NA,27682,NA,NA,7.2541928721174,NA,NA,8977.068899999998,NA,NA
RC2_0165_ICR-1,RC2_0165,T02,NA,1,NA,NA,3997,NA,NA,25057,NA,NA,6.268951713785339,NA,NA,13461.462,NA,NA
RC2_0165_ICR-2,RC2_0165,T02,NA,2,NA,NA,4187,NA,NA,25813,NA,NA,6.165034631000717,NA,NA,13461.462,NA,NA
RC2_0165_ICR-3,RC2_0165,T02,NA,3,NA,NA,4127,NA,NA,27157,NA,NA,6.58032469105888,NA,NA,13461.462,NA,NA
RC2_0166_ICR-1,RC2_0166,T07,NA,1,NA,NA,3875,NA,NA,27512,NA,NA,7.099870967741936,NA,NA,14144.724900000001,NA,NA
RC2_0166_ICR-2,RC2_0166,T07,NA,2,NA,NA,3910,NA,NA,26370,NA,NA,6.744245524296675,NA,NA,14144.724900000001,NA,NA
